#,proposed_sku,original_salla_sku,product_name,type,last_known_price_sar,held_orders_released_est,orders_sampled_as_evidence,name_consistency,proposed_action,approval (Yes/No),client_notes
1,LGCY-C25,C25,الفرشاة الحرارية النحيفة نيون+Slim Hot Brush - Neon,Single product,377.00,633,1,100%,Create as an approved single product. Deleted from Salla so no product id remains.,Yes,"Abdallah approved 2026-08-13 (wave 2). Same family as C13 Black and C26 Candy, both approved on the 2026-08-10 sheet."
